jahr;quelle;allgemeines_schlagwort;spezifisches_schlagwort;satz;kwic;url
2001;SPIEGEL;angriff;world trade center;Im August, also einen Monat vor dem Angriff aufs World Trade Center, waren es nur 42 Prozent.;Monat vor dem Angriff aufs World Trade;https://www.spiegel.de/politik/der-unsichtbare-feind-a-c11ea125-0002-0001-0000-000020410517
2001;SPIEGEL;angriff;world trade center;Jetzt muss man den Amerikanern im Kampf gegen den Terrorismus helfen, weil der Angriff auf das World Trade Center ein Angriff auch auf unseren weltoffenen, multikulturellen Lebensstil und all das ist, wofür grünes Milieu seit langen Jahren gekämpft hat.</p><p> SPIEGEL: Der Wähler honoriert den grünen Lernprozess offenkundig nicht.</p><p> Schlauch: Wenn wir uns in die Büsche werfen und in die Opposition gingen, täten wir damit unseren ureigensten Prinzipien einen schlechten Dienst.;helfen weil der Angriff auf das World;https://www.spiegel.de/politik/wir-stehen-nicht-stramm-a-15930ce9-0002-0001-0000-000020410287
2001;SPIEGEL;angriff;world trade center;Inzwischen sind sich die Fahnder aber sicher, dass die religiösen Einflüsterer und einige der Hintermänner in der Bundesrepublik sitzen.</p><p> Nach bisherigen Erkenntnissen scheint klar, dass Mohammed Atta, der beim Angriff auf das World Trade Center starb, und Ziad Jarrah, der mit einem entführten Flugzeug bei Pittsburgh abstürzte, zunächst aber gemäßigt auftraten.;Atta der beim Angriff auf das World;https://www.spiegel.de/politik/toedliche-mission-a-ab8fdc40-0002-0001-0000-000020410306
2001;SPIEGEL;angriff;bin laden;Die blutjungen Soldaten hier geloben, »hundertprozentig zum Angriff bereit« zu sein gegen »Bin Laden und die Terroristen«.;geloben hundertprozentig zum Angriff bereit zu sein;https://www.spiegel.de/politik/friedhof-der-invasoren-a-842ff331-0002-0001-0000-000020410536
2001;SPIEGEL;anschlag;world trade center;Perle, schon im Jahr 1997 hatte jemand eine böse Vorahnung: »Eines Tages wird ein Anschlag wie der auf das World Trade Center Erfolg haben, und danach werden wir alle Vorsicht fahren lassen.« Wer war's?</p><p> Perle: Ich weiß es nicht.</p><p> SPIEGEL: Sie.</p><p> Perle: Tatsächlich?;Tages wird ein Anschlag wie der auf;https://www.spiegel.de/politik/saddam-kann-nicht-bleiben-a-bc695560-0002-0001-0000-000020410547
2001;SPIEGEL;anschlag;bin laden;Doch Jerusalem wird zunehmend taub für die Wünsche aus Washington, sich mit Rücksicht auf den Kampf gegen die Taliban zurückzuhalten.</p><p> Nach der Ermordung ihres Ministers, dem ersten Anschlag von Palästinensern auf ein Regierungsmitglied in der Geschichte Israels, sieht sich Israel im gleichen Recht, zurückzuschlagen wie Amerika bei Bin Laden.</p><p> Den Mittwoch, an dem der 75-jährige Ultra-Rechte mit zwei Schüssen niedergestreckt wurde, stilisiert die Regierung in Jerusalem zu Israels 11.;Ministers dem ersten Anschlag von Palästinensern auf;https://www.spiegel.de/politik/jenseits-des-rubikon-a-8932f3fb-0002-0001-0000-000020410563
2001;SPIEGEL;anschlag;world trade center;Intern setzte der Premier sogar die Ermordung Seewis »in der Schwere gleich« mit dem Anschlag auf das World Trade Center in New York.</p><p> »Ich bin fertig mit Arafat«, soll der General a.;gleich mit dem Anschlag auf das World;https://www.spiegel.de/politik/jenseits-des-rubikon-a-8932f3fb-0002-0001-0000-000020410563
2001;SPIEGEL;angriff;al-qaida;Ist denn, was al-Qaida im Schilde führt, etwa kein »bewaffneter Angriff von außen«?;etwa kein bewaffneter Angriff von außen;https://www.spiegel.de/politik/gefahr-ohne-grenzen-a-4d47880b-0002-0001-0000-000020462145
2001;SPIEGEL;angriff;twin towers;Objektiv besehen, ist der Angriff auf die Twin Towers und das Pentagon das schwerste Unglück, das Einzeltäter Menschen zufügen können: über 4800 Tote.;besehen ist der Angriff auf die Twin;https://www.spiegel.de/politik/wie-man-terroristen-foerdert-a-1c1bfa53-0002-0001-0000-000020521348
2001;SPIEGEL;anschlag;world trade center;Viele Wähler hätten bereits vergessen, dass der Anschlag auf das World Trade Center den militärischen Konflikt in Afghanistan ausgelöst habe - und dass nicht</p><p> etwa die Amerikaner den Krieg begonnen hätten.</p><p> Unabhängig von solchen Horrorszenarien steht für Schröder fest, dass die Deutschen in ihrer Solidarität zu den USA und zur Nato »nicht wackeln« dürfen.;vergessen dass der Anschlag auf das World;https://www.spiegel.de/politik/das-ist-ganz-ganz-heiss-a-c38755d6-0002-0001-0000-000020520900
2001;SPIEGEL;anschlag;world trade center;Die Angriffe auf World Trade Center und Pentagon hat er vor allem auch als Anschlag auf seine Haushaltsführung verstanden.;allem auch als Anschlag auf seine Haushaltsführung;https://www.spiegel.de/wirtschaft/ratlos-in-der-krise-a-963b02ed-0002-0001-0000-000020521157
2001;SPIEGEL;attacke;world trade center;Doch die nächste Stufe des Propagandakriegs, so sorgt man sich in Berlin und anderen europäischen Hauptstädten, ist bereits gezündet: Die amerikanische Presse berichtete am vorigen Donnerstag über Informationen der Geheimdienste, nach denen im Irak Ausbildungslager für Terrorakte vom Ausmaß der Attacke auf das World Trade Center existierten.;vom Ausmaß der Attacke auf das World;https://www.spiegel.de/politik/abmarsch-in-die-realitaet-a-605b894c-0002-0001-0000-000020660098
2001;SPIEGEL;angriff;world trade center;»Die Opfer von New York tun uns Leid.« Er weiß vom Angriff aufs World Trade Center, der die Welt verändert hat, nur aus dem Radio.;Er weiß vom Angriff aufs World Trade;https://www.spiegel.de/politik/am-tag-zittern-sie-vor-der-nacht-a-8ef00cdb-0002-0001-0000-000020660220
2001;SPIEGEL;angriff;world trade center;Das Attentat ist ein Angriff auf unser Denken, in den Trümmern des World Trade Center liegen neue Wahrheiten und Fragen: Eine Horde von unauffälligen, intelligenten, todessüchtigen Islamisten zieht um in die Welt.;Attentat ist ein Angriff auf unser Denken;https://www.spiegel.de/politik/stehen-die-tuerme-noch-a-34a89562-0002-0001-0000-000020794793
2001;SPIEGEL;attentat;world trade center;Das Attentat ist ein Angriff auf unser Denken, in den Trümmern des World Trade Center liegen neue Wahrheiten und Fragen: Eine Horde von unauffälligen, intelligenten, todessüchtigen Islamisten zieht um in die Welt.;Das Attentat ist ein Angriff;https://www.spiegel.de/politik/stehen-die-tuerme-noch-a-34a89562-0002-0001-0000-000020794793
2001;SPIEGEL;anschlag;world trade center;Die Schlacht von Stalingrad wurde schon mehr als ein Dutzend Mal verfilmt, und der Reaktor von Tschernobyl war noch nicht ganz eingesargt, da waren die Doku-Dramen über den Super-GAU schon in Arbeit.</p><p> Und nun dies: Im Dezember kommt ein superaktuelles Stück in die Theater, das vom Anschlag auf das World Trade Center erzählt.;Theater das vom Anschlag auf das World;https://www.spiegel.de/kultur/rasender-kitsch-a-c4d00116-0002-0001-0000-000020794785
2001;SPIEGEL;anschlag;al-qaida;"September, genau 7860 Dollar, die übrig geblieben waren, an Mustafa Ahmed zurück in die Emirate; auch Shehhi soll noch einen Tag vor den Anschlägen rund 5000 Dollar an Ahmed zurückgeschickt haben.</p><p> Diese Überweisungen gehören für die Amerikaner zu den stärksten Beweisen, dass Bin Ladens al-Qaida hinter dem Anschlag steckt.";Qaida hinter dem Anschlag steckt;https://www.spiegel.de/politik/die-krieger-aus-pearl-harburg-a-b45fb558-0002-0001-0000-000020849224
2001;SPIEGEL;attentat;wtc;Nach dem Attentat auf das WTC offenbart sich die US-Demokratie als unausgereift und labil.;Nach dem Attentat auf das WTC;https://www.spiegel.de/politik/brave-new-world-a-8669d7da-0002-0001-0000-000020849204
2001;SPIEGEL;attentat;world trade center;Moussaoui sollte möglicherweise als fünfter Pilot eine weitere entführte Maschine aufs Weiße Haus stürzen lassen oder in jenem gekaperten Flugzeug sein, das nur vier statt fünf Entführer an Bord hatte.</p><p> Die Ahnungslosigkeit der US-Behörden ist umso unverständlicher, als die USA seit dem ersten Attentat auf das World Trade Center wissen, dass ein weltweit agierendes Netzwerk von Islamisten versucht, die USA im großen Stil zu attackieren.;seit dem ersten Attentat auf das World;https://www.spiegel.de/politik/das-protokoll-des-irrsinns-a-19756ec4-0002-0001-0000-000020899440
2001;SPIEGEL;anschlag;al-qaida;Sie sind keine professionellen Terroristen, sie sind Anfänger, sie haben sich ihrem Anschlag vorsichtig genähert, haben ausprobiert, improvisiert, aus Fehlern ihre Schlüsse gezogen - learning by doing.</p><p> Das 180 Seiten starke al-Qaida-Handbuch für Terroristen enthält allerlei kriegerische Phrasen, geeignet für Höhlenkämpfer, die sich von Afghanistan aus vorstellen, wie man die Welt in Angst und Schrecken stürzen kann.;haben sich ihrem Anschlag vorsichtig genähert haben;https://www.spiegel.de/politik/das-protokoll-des-irrsinns-a-19756ec4-0002-0001-0000-000020899440
2001;SPIEGEL;anschlag;world trade center;Dann kam der Anschlag auf das World Trade Center.;Dann kam der Anschlag auf das World;https://www.spiegel.de/wirtschaft/wir-sind-auf-der-falschen-schiene-a-0a1e9b56-0002-0001-0000-000020899401
2001;SPIEGEL;anschlag;world trade center;Die US-Wirtschaft ist sehr viel robuster.</p><p> SPIEGEL: Bisher jedenfalls haben die Zinssenkungen noch nichts gebracht.</p><p> Sinn: Der Anschlag auf das World Trade Center kam dazwischen, danach ging es noch einmal runter.;p Sinn Der Anschlag auf das World;https://www.spiegel.de/wirtschaft/wir-sind-auf-der-falschen-schiene-a-0a1e9b56-0002-0001-0000-000020899401
2001;SPIEGEL;angriff;al-qaida;Planten die Taliban einen neuen Angriff auf die Nordallianz, besorgte Bin Laden ihnen 50 nagelneue Pickup-Trucks, um die Truppen an die Front zu fahren.</p><p> Seit 1996 bezahlte der al-Qaida-Chef insgesamt rund 100 Millionen Dollar Quartierkosten.;Taliban einen neuen Angriff auf die Nordallianz;https://www.spiegel.de/politik/halte-tora-bora-oder-stirb-a-720049c5-0002-0001-0000-000020899508
2001;SPIEGEL;angriff;bin laden;Planten die Taliban einen neuen Angriff auf die Nordallianz, besorgte Bin Laden ihnen 50 nagelneue Pickup-Trucks, um die Truppen an die Front zu fahren.</p><p> Seit 1996 bezahlte der al-Qaida-Chef insgesamt rund 100 Millionen Dollar Quartierkosten.;Taliban einen neuen Angriff auf die Nordallianz;https://www.spiegel.de/politik/halte-tora-bora-oder-stirb-a-720049c5-0002-0001-0000-000020899508
2001;SPIEGEL;tat;al-qaida;»Niemand hatte irgendeine Kontrolle über ihn«, sagt Khaksar, »er tat, was immer er wollte.«</p><p> Trotz ihres militärischen Erfolgs plagt Washingtons Strategen eine Sorge: Im Schutze des Winters könne es kampfstarken Einheiten der Taliban und von al-Qaida gelingen, sich in vorbereiteten Stellungen im Süden des Landes festzusetzen und damit das Land faktisch zu teilen.</p><p> Gelingt es Osama Bin Laden und Mullah Omar tatsächlich, den harten Kern ihrer Truppen in die Schlupfwinkel des wilden Berglandes zurückzuziehen, wird die Suchaufgabe für die Amerikaner und die mittlerweile von ihnen verpflichteten afghanischen Jagdhelfer noch schwieriger.;sagt Khaksar er tat was immer er;https://www.spiegel.de/politik/halte-tora-bora-oder-stirb-a-720049c5-0002-0001-0000-000020899508
2001;SPIEGEL;tat;osama bin laden;»Niemand hatte irgendeine Kontrolle über ihn«, sagt Khaksar, »er tat, was immer er wollte.«</p><p> Trotz ihres militärischen Erfolgs plagt Washingtons Strategen eine Sorge: Im Schutze des Winters könne es kampfstarken Einheiten der Taliban und von al-Qaida gelingen, sich in vorbereiteten Stellungen im Süden des Landes festzusetzen und damit das Land faktisch zu teilen.</p><p> Gelingt es Osama Bin Laden und Mullah Omar tatsächlich, den harten Kern ihrer Truppen in die Schlupfwinkel des wilden Berglandes zurückzuziehen, wird die Suchaufgabe für die Amerikaner und die mittlerweile von ihnen verpflichteten afghanischen Jagdhelfer noch schwieriger.;sagt Khaksar er tat was immer er;https://www.spiegel.de/politik/halte-tora-bora-oder-stirb-a-720049c5-0002-0001-0000-000020899508
2001;SPIEGEL;tat;bin laden;»Niemand hatte irgendeine Kontrolle über ihn«, sagt Khaksar, »er tat, was immer er wollte.«</p><p> Trotz ihres militärischen Erfolgs plagt Washingtons Strategen eine Sorge: Im Schutze des Winters könne es kampfstarken Einheiten der Taliban und von al-Qaida gelingen, sich in vorbereiteten Stellungen im Süden des Landes festzusetzen und damit das Land faktisch zu teilen.</p><p> Gelingt es Osama Bin Laden und Mullah Omar tatsächlich, den harten Kern ihrer Truppen in die Schlupfwinkel des wilden Berglandes zurückzuziehen, wird die Suchaufgabe für die Amerikaner und die mittlerweile von ihnen verpflichteten afghanischen Jagdhelfer noch schwieriger.;sagt Khaksar er tat was immer er;https://www.spiegel.de/politik/halte-tora-bora-oder-stirb-a-720049c5-0002-0001-0000-000020899508
2001;SPIEGEL;anschlag;world trade center;Er fuchtelt mit den Armen und ruft: »Macht, dass ihr alle rauskommt, eine Bombe, eine Bombe im Nordturm des World Trade Center.«</p><p> Waren die Chefs der Bank nicht immer davon ausgegangen, dass beim nächsten Anschlag auf New York eine Atombombe im Hafen hochgehen würde, gestohlen aus russischen Beständen?;dass beim nächsten Anschlag auf New York;https://www.spiegel.de/politik/niemand-wird-dich-hier-oben-retten-a-c6ba978f-0002-0001-0000-000020960917
2001;SPIEGEL;anschlag;world trade center;"1993, beim ersten Anschlag auf das World Trade Center, hatte sich gezeigt, dass die Treppenhäuser zu dunkel und die Lüftungsanlagen überfordert waren; viele Menschen verbrachten damals Stunden in den Fahrstühlen oder in den überfüllten Treppenhäusern.";1993 beim ersten Anschlag auf das World;https://www.spiegel.de/politik/niemand-wird-dich-hier-oben-retten-a-c6ba978f-0002-0001-0000-000020960917
2001;SPIEGEL;anschlag;bin laden;Ich sagte ihm, wenn er einen anderen Traum sehe, sollte er den anderen davon nichts erzählen, denn sonst würden sie sich über ihn aufregen.</p><p> Als eine andere Person von weiteren Träumen erzählte, schildert Bin Laden die Reaktion seiner Getreuen auf den erfolgreichen Anschlag in Amerika.</p><p> Bin Laden: Sie waren außer sich vor Freude, als das erste Flugzeug das Gebäude traf, aber ich sagte ihnen: nur Geduld.;auf den erfolgreichen Anschlag in Amerika p;https://www.spiegel.de/politik/die-brueder-waren-ausser-sich-vor-freude-a-d6ff70bc-0002-0001-0000-000021011445
2001;SPIEGEL;aggression;bin laden;Solange die Aggression und der Terror gegen unsere Brüder in Palästina dauern, werden wir unsere Haltung nicht ändern.</p><p> SPIEGEL: Was würde geschehen, wenn Bin Laden und seine Anhänger zur Hadsch-Pilgerfahrt nach Saudi-Arabien kämen?</p><p> Naif: Zur Hadsch gibt es nur Freunde, keine Feinde.</p><p> SPIEGEL: Eben.</p><p> Naif: Das ist eine hypothetische Frage.;Solange die Aggression und der Terror;https://www.spiegel.de/politik/man-hat-sie-verfuehrt-a-a84e0c01-0002-0001-0000-000021011448
2001;SPIEGEL;tat;bin laden;Die Feindseligkeit gegenüber Amerika ist eine religiöse Pflicht.«</p><p> Auch nach den Terrorattacken auf das World Trade Center und das Pentagon wurde Gott zum Paten des Massenmords erhoben: »Die Amerikaner sollten wissen, dass der Sturm der Flugzeugangriffe sich nicht legen wird, so Gott will.«</p><p> Bin Laden, der kurz zuvor noch jede Tatbeteiligung abgestritten hatte, ließ die Absolution in gläubiger Selbstgewissheit verkünden: »Die jungen Männer, die die Vereinigten Staaten zerstört und einen Sturm der Flugzeuge gegen sie entfacht haben, vollbrachten eine gute Tat.«</p><p> Kein Wunder, denn der Allmächtige selbst saß im Cockpit.;vollbrachten eine gute Tat p p Kein;https://www.spiegel.de/politik/die-unverschleierte-wuerde-des-westens-a-61bec45c-0002-0001-0000-000021057458
2001;SPIEGEL;tat;world trade center;Die Feindseligkeit gegenüber Amerika ist eine religiöse Pflicht.«</p><p> Auch nach den Terrorattacken auf das World Trade Center und das Pentagon wurde Gott zum Paten des Massenmords erhoben: »Die Amerikaner sollten wissen, dass der Sturm der Flugzeugangriffe sich nicht legen wird, so Gott will.«</p><p> Bin Laden, der kurz zuvor noch jede Tatbeteiligung abgestritten hatte, ließ die Absolution in gläubiger Selbstgewissheit verkünden: »Die jungen Männer, die die Vereinigten Staaten zerstört und einen Sturm der Flugzeuge gegen sie entfacht haben, vollbrachten eine gute Tat.«</p><p> Kein Wunder, denn der Allmächtige selbst saß im Cockpit.;vollbrachten eine gute Tat p p Kein;https://www.spiegel.de/politik/die-unverschleierte-wuerde-des-westens-a-61bec45c-0002-0001-0000-000021057458
2002;SPIEGEL;anschlag;world trade center;<p> Dreieinhalb Monate nach dem Anschlag auf das World Trade Center boomt der Devotionalienhandel.;Monate nach dem Anschlag auf das World;https://www.spiegel.de/panorama/apokalyptischer-humor-a-fd06d169-0002-0001-0000-000021086876
2002;SPIEGEL;angriff;al-qaida;Auf Grund dieser Aussagen stöberten US-Sonderkommandos jetzt auf dem Balkan militante Islamisten auf, die al- Qaida angehören sollen.</p><p> Im Jemen, Heimatland der Familie Bin Laden und möglicher Standort einer neuen al-Qaida-Zentrale, tötete das Militär Mitte Dezember bei einem Angriff mit Panzern und Hubschraubern 4 Angehörige des Stammes der al-Dschalal - und verlor dabei selbst 18 Soldaten.;Dezember bei einem Angriff mit Panzern und;https://www.spiegel.de/politik/bereit-zum-naechsten-schlag-a-8ae659d2-0002-0001-0000-000021086890
2002;SPIEGEL;angriff;bin laden;Auf Grund dieser Aussagen stöberten US-Sonderkommandos jetzt auf dem Balkan militante Islamisten auf, die al- Qaida angehören sollen.</p><p> Im Jemen, Heimatland der Familie Bin Laden und möglicher Standort einer neuen al-Qaida-Zentrale, tötete das Militär Mitte Dezember bei einem Angriff mit Panzern und Hubschraubern 4 Angehörige des Stammes der al-Dschalal - und verlor dabei selbst 18 Soldaten.;Dezember bei einem Angriff mit Panzern und;https://www.spiegel.de/politik/bereit-zum-naechsten-schlag-a-8ae659d2-0002-0001-0000-000021086890
2002;SPIEGEL;attentat;world trade center;<p> »So toll, finde ich, sieht er auch nicht aus.«</p><p> Amina Handke, Tochter des Schriftstellers Peter Handke, über die Liebesbeziehung der Schauspielerin Katja Flint zu ihrem Vater</p><p> »Nun sind wir mit dem 'Quartett' am Ende, und also ziehen wir den Vorhang betroffen zu.«</p><p> Marcel Reich-Ranickis Schlussworte im letzten »Literarischen Quartett«</p><p> »Was auch immer er vorher (...) Bedenkenswertes, Streitbares, Kluges und Differenziertes zum Ruhme und zur Verteidigung der Literatur geschrieben haben mag - es kann dem Spektakel eines Fernseh-Berserkers nicht standhalten, der korrumpiert von der eigenen Prominenz zur Gaudi vor aller nicht lesenden Öffentlichkeit Autoren- Reputation gleich reihenweise demoliert.«</p><p> Die Literaturkritikerin Sigrid Löffler über ihren Kollegen Marcel Reich-Ranicki</p><p> »Was da geschehen ist, ist - jetzt müssen Sie alle Ihr Gehirn umstellen - das größte Kunstwerk, das es je gegeben hat.«</p><p> Der Komponist Karlheinz Stockhausen über das Attentat auf das World Trade Center in New York</p>;Stockhausen über das Attentat auf das World;https://www.spiegel.de/kultur/worte-2001-a-4ff839ea-0002-0001-0000-000021104029
2002;SPIEGEL;tat;world trade center;Der Einsatz ist fast schon metaphysisch geworden.</p><p> SPIEGEL: Warum können Sie nicht einfach akzeptieren, dass die Zerstörung des World Trade Center die willkürliche, irrationale Tat einiger verblendeter Fanatiker war?</p><p> Baudrillard: Eine gute Frage, aber selbst wenn es sich um eine bloße Katastrophe gehandelt hätte, bliebe die symbolische Bedeutung des Ereignisses erhalten.;die willkürliche irrationale Tat einiger verblendeter Fanatiker;https://www.spiegel.de/kultur/das-ist-der-vierte-weltkrieg-a-7a50f263-0002-0001-0000-000021198171
2002;SPIEGEL;anschlag;world trade center;"So</p><p> * soll Osama Bin Ladens Schwager, Mohammed Jamal Khalifa, Anfang der neunziger Jahre aus einer Zweigstelle der International Islamic Relief Organization in Manila Gelder zum Waffenkauf auf Abu-Sayyaf-Konten umgeleitet haben;</p><p> * versuchten Abu-Sayyaf-Unterhändler, den für den ersten Anschlag auf das New Yorker World Trade Center 1993 verantwortlichen Islamisten Ramsi Ahmed Jusuf im Austausch gegen Geiseln der Wallert-Gruppe aus amerikanischer Haft freizupressen;</p><p> * verbrachte Mohammed Atta, die Schlüsselfigur der Anschläge vom 11.";für den ersten Anschlag auf das New;https://www.spiegel.de/politik/neue-front-im-dschungel-a-d5f8693d-0002-0001-0000-000021304307
2002;SPIEGEL;anschlag;world trade center;"Bereits zwei Tage nach dem Anschlag auf das World Trade Center in New York porträtierte er Bush als segelohrigen, debilen Feldherrn (""Das bedeutet Krieg ...";Tage nach dem Anschlag auf das World;https://www.spiegel.de/politik/bush-karikaturen-mit-brezel-und-banane-a-41d53492-0002-0001-0000-000021411114
2002;SPIEGEL;anschlag;osama bin laden;Die Clinton-Administration habe aus politischer Opportunität darauf gedrängt, statt des Feindes aus dem Zweistromland Osama Bin Laden auf die Fahndungslisten zu setzen.</p><p> Doch Woolseys eigene Organisation, die CIA, besitzt offenbar keinen Hinweis darauf, dass Bagdad nach dem angeblichen Bush-Anschlag weitere anti-amerikanische Terrorangriffe versucht hat.;dem angeblichen Bush Anschlag weitere anti amerikanische;https://www.spiegel.de/politik/der-texaner-und-seine-schurken-a-61e02f3b-0002-0001-0000-000021484700
2002;SPIEGEL;anschlag;bin laden;Die Clinton-Administration habe aus politischer Opportunität darauf gedrängt, statt des Feindes aus dem Zweistromland Osama Bin Laden auf die Fahndungslisten zu setzen.</p><p> Doch Woolseys eigene Organisation, die CIA, besitzt offenbar keinen Hinweis darauf, dass Bagdad nach dem angeblichen Bush-Anschlag weitere anti-amerikanische Terrorangriffe versucht hat.;dem angeblichen Bush Anschlag weitere anti amerikanische;https://www.spiegel.de/politik/der-texaner-und-seine-schurken-a-61e02f3b-0002-0001-0000-000021484700
2002;SPIEGEL;tat;al-qaida;Aber drängt sich nicht auch der Verdacht auf, dass man nach Ende des Kalten Krieges und des Zusammenbruchs der Sowjetunion endlich wieder ein ordentliches Feindbild hat?</p><p> Hanning: Wenn man so bedroht wird oder Opfer eines Anschlags war, braucht man nicht nach einem Feindbild zu suchen: Das ist sehr klar vorhanden in Gestalt der al-Qaida-Organisation.</p><p> SPIEGEL: Welche Gefahr geht denn von al-Qaida nach der amerikanischen Militäroperation in Afghanistan heute noch aus?</p><p> Hanning: Ich glaube, dass die Strukturen in Afghanistan in der Tat zerstört sind, weil ihnen der geschützte staatliche Freiraum genommen worden ist.;Afghanistan in der Tat zerstört sind weil;https://www.spiegel.de/politik/ganz-neue-bedrohungsszenarien-a-0ffc2eec-0002-0001-0000-000021484711
2002;SPIEGEL;angriff;osama bin laden;Und wieso schafft es Joschka Fischer, jeden Angriff auf seine Privatsphäre zu überstehen wie Osama Bin Laden den Feldzug gegen das Böse?</p><p> Im Rosenkrieg gibt es zwei Typen von Kombattanten, den Freiwilligen und den Zwangsrekrutierten.;Joschka Fischer jeden Angriff auf seine Privatsphäre;https://www.spiegel.de/politik/im-reich-der-rosenkrieger-a-766f4048-0002-0001-0000-000021542592
2002;SPIEGEL;angriff;bin laden;Und wieso schafft es Joschka Fischer, jeden Angriff auf seine Privatsphäre zu überstehen wie Osama Bin Laden den Feldzug gegen das Böse?</p><p> Im Rosenkrieg gibt es zwei Typen von Kombattanten, den Freiwilligen und den Zwangsrekrutierten.;Joschka Fischer jeden Angriff auf seine Privatsphäre;https://www.spiegel.de/politik/im-reich-der-rosenkrieger-a-766f4048-0002-0001-0000-000021542592
2002;SPIEGEL;anschlag;world trade center;"Trotzdem verließen in einer Nacht-und-Nebel-Aktion drei Tage nach dem Anschlag auf das World Trade Center 24 Bin-Laden-Verwandte im Privatflugzeug die USA - auf eigenen Wunsch und aus Angst vor Übergriffen, wie sie sagten; organisiert wurde die Flucht von der saudiarabischen Botschaft in Washington und dem FBI.</p><p> Amerikanische Fahnder aber glauben, dass mindestens zwei Familienmitglieder bis in die jüngste Zeit Kontakt mit Osama hielten: die Schwäger Mohammed Dschamal Chalifa und Saad Scharif.";Tage nach dem Anschlag auf das World;https://www.spiegel.de/politik/die-brutstaette-des-terrors-a-db811a78-0002-0001-0000-000021608746
2002;SPIEGEL;aktion;world trade center;"Trotzdem verließen in einer Nacht-und-Nebel-Aktion drei Tage nach dem Anschlag auf das World Trade Center 24 Bin-Laden-Verwandte im Privatflugzeug die USA - auf eigenen Wunsch und aus Angst vor Übergriffen, wie sie sagten; organisiert wurde die Flucht von der saudiarabischen Botschaft in Washington und dem FBI.</p><p> Amerikanische Fahnder aber glauben, dass mindestens zwei Familienmitglieder bis in die jüngste Zeit Kontakt mit Osama hielten: die Schwäger Mohammed Dschamal Chalifa und Saad Scharif.";Nacht und Nebel Aktion drei Tage nach;https://www.spiegel.de/politik/die-brutstaette-des-terrors-a-db811a78-0002-0001-0000-000021608746
2002;SPIEGEL;anschlag;bin laden;In einem Gespräch, das irgendwann im November letzten Jahres gefilmt wurde und als Aufzeichnung über die Fernsehschirme der Welt ging, ist ein - offensichtlich in die afghanisch-pakistanische Bergwelt eingeschleuster - saudi-arabischer Scheich zu Gast beim Qaida-Chef und beglückwünscht ihn zum Anschlag in den USA.</p><p> Die erste Frage Osama Bin Ladens gilt der Reaktion in der Heimat, als wolle sich der verlorene Sohn der Liebe und Anerkennung seiner Landsleute versichern: »Wie war die Reaktion in unseren Moscheen?«</p><p> Mehrere Scheichs hätten ihn in ihren Predigten gelobt, erfährt Bin Laden.;beglückwünscht ihn zum Anschlag in den USA;https://www.spiegel.de/politik/die-brutstaette-des-terrors-a-db811a78-0002-0001-0000-000021608746
2002;SPIEGEL;attacke;9-11;"Martin's Press eine ausführliche Darstellung der Attacke auf das World Trade Center (""Inside 9-11 - What Really Happened«.";ausführliche Darstellung der Attacke auf das World;https://www.spiegel.de/politik/11-maerz-2002-11-september-a-1f0ae2ec-0002-0001-0000-000021662423
2002;SPIEGEL;attacke;world trade center;"Martin's Press eine ausführliche Darstellung der Attacke auf das World Trade Center (""Inside 9-11 - What Really Happened«.";ausführliche Darstellung der Attacke auf das World;https://www.spiegel.de/politik/11-maerz-2002-11-september-a-1f0ae2ec-0002-0001-0000-000021662423
2002;SPIEGEL;attentat;world trade center;<p> Ob das Hochhaus, obwohl »eine der besten Erfindungen der Menschheit«, noch »zeitgemäß« sei, müsse sich nach der Terrorkatastrophe des World Trade Center erst noch erweisen, sagte der niederländische Stararchitekt Rem Koolhaas kurz nach dem Attentat.;kurz nach dem Attentat;https://www.spiegel.de/kultur/turmbau-zu-muenchen-a-d047ac38-0002-0001-0000-000021732019
2002;SPIEGEL;anschlag;world trade center;Nun, sie wurden ja auch alle vor dem Anschlag auf das World Trade Center gedreht.;alle vor dem Anschlag auf das World;https://www.spiegel.de/kultur/helden-auf-verlorenem-posten-a-fea99b89-0002-0001-0000-000021856462
2002;SPIEGEL;anschlag;bin laden;Dem Anschlag fiel allerdings ein australischer Tourist zum Opfer.</p><p> In amerikanischen Akten taucht der Name Bin Laden erst 1993 im Zusammenhang mit dem Bombenanschlag auf die Tiefgarage des World Trade Center auf, bei dem sechs Menschen starben und mehrere hundert verletzt wurden.;Dem Anschlag fiel allerdings ein;https://www.spiegel.de/politik/die-jagd-auf-ein-phantom-a-98356d74-0002-0001-0000-000022151039
2002;SPIEGEL;anschlag;world trade center;Dem Anschlag fiel allerdings ein australischer Tourist zum Opfer.</p><p> In amerikanischen Akten taucht der Name Bin Laden erst 1993 im Zusammenhang mit dem Bombenanschlag auf die Tiefgarage des World Trade Center auf, bei dem sechs Menschen starben und mehrere hundert verletzt wurden.;Dem Anschlag fiel allerdings ein;https://www.spiegel.de/politik/die-jagd-auf-ein-phantom-a-98356d74-0002-0001-0000-000022151039
